age,dependents,monthly_income,job_stability_years,electricity_bill_ratio,gas_bill_ratio,mobile_bill_ratio,savings_ratio,avg_monthly_balance,target
22,0,34685.469235915356,0.9342450972664351,0.9018870254321094,0.9209286816321607,0.6662480766931667,0.446623428419519,27051.6777512947,1
25,0,38443.21863905786,1.7773082012782266,0.7163964621034302,0.9755186960365119,0.7331044338012249,0.4961218492277659,31466.361456358558,1
36,1,41621.46747931905,1.1775861389576776,0.7803425409447321,0.7801668123682213,0.7067225443708723,0.46974884344266626,16051.632387400703,1
41,1,44226.5832935529,1.222197229858466,0.9563610416456454,0.590645723594295,0.7901704171888743,0.31912513150217897,19026.12940233484,1
40,2,39478.65786234147,3.0836496768770285,0.7847829587887506,0.8198769919111324,0.7679127848088594,0.07781088973469975,21609.073685395302,1
24,1,45690.21809232449,1.5935132798069174,0.6043027760174338,0.5381094841942904,0.7323191178401501,0.32788697585996596,10684.377461817407,1
41,1,53625.85180182638,3.3858143823623656,0.671596899221681,0.8175693684174339,0.6423510470593649,0.09367133968900215,17445.973289434467,1
32,1,58038.30509634759,4.739448295730902,0.7649229016697343,0.9043059012634367,0.7937948088027793,0.11246966313606463,29450.345740585042,1
38,2,57455.69548892303,3.1923895830661952,0.5774488427447925,0.6766657182429434,0.940083207236621,0.13610511418511076,18373.497316265442,1
34,0,27101.569060027225,3.758283386051856,0.8062599176784346,0.5355922121275869,0.8920893346342265,0.21357203947464065,26318.858009707765,1
32,1,54562.35072213725,3.7579020764141897,0.9996230459420128,0.8461130642064532,0.8882299536650677,0.316303917642723,19661.219368862407,0
23,2,55302.78191255752,1.653513941996555,0.8262674824704822,0.6696643750842896,0.7464366946981235,0.20009915337818213,9360.59704250204,1
30,2,42051.21027546589,0.07478997296717749,0.6862055720072207,0.6245483259402758,0.8833676322728206,0.2535201983012147,24960.25939802401,1
23,2,70012.21047568567,0.2752398149710722,0.6658732458405312,0.844590879471621,0.7862125925599674,0.07128006488822042,18258.568855597474,1
42,0,63051.99478177504,1.4103012544227922,0.9658016613036375,0.9847932344543975,0.6601104363352677,0.32889101032598994,27158.8619451795,0
30,1,47803.70740230747,3.44771591828799,0.9357571452893279,0.8726611887128688,0.7676198999912204,0.3456642944776739,21010.563893799914,0
30,2,42848.38033678121,4.533415693241462,0.7361793100993836,0.7456750202796878,0.653095452412639,0.09472556662247664,20031.77253735074,1
29,0,69817.33353131551,4.793991310953731,0.6767072822501421,0.8002553612120741,0.6457931275626143,0.403302720196939,22355.24090975608,0
38,2,49771.83514568655,0.12924331920036725,0.8552321417982263,0.5711394543428945,0.6092237233830443,0.3413568009478934,21899.56516942855,1
22,2,51020.44469192488,4.950436228163856,0.6572512377771413,0.9066066428414039,0.7131417203877666,0.2703782431766135,11329.050469416678,0
32,2,50869.47916551019,1.612486091783469,0.5597016161262702,0.8021475053057094,0.7323499136967779,0.2987869433816957,25304.307785580884,1
29,2,77637.25365459177,4.2147811411755765,0.6550761061507632,0.9829151989990086,0.879777485175397,0.27637058054875807,19835.136100971355,0
31,2,47401.81683071553,0.9014773034839019,0.7171479910586009,0.989741684144974,0.8152019139539135,0.07420682467748031,20135.659888734026,1
28,0,49716.2962784142,0.31449128803429593,0.6277056879913541,0.6772933462202015,0.9433798848213248,0.3808172574188976,22090.775317258725,1
24,1,40027.248044013686,1.8917771203134377,0.6084068629188615,0.9942729677563354,0.6705882506822626,0.28031478659624154,24520.5766805947,1
24,1,45326.00669283632,4.294626942653465,0.5030700813323489,0.9784167640512951,0.7063826583439257,0.12777073407363118,25275.47625358372,1
39,1,37623.29366856202,1.1041245793890804,0.8154213907020234,0.8199159819025681,0.9764304444573663,0.3563288841860598,23329.240688605078,0
26,1,40271.20096360253,0.7697866287592109,0.8072244711580594,0.6667322142295782,0.7776180991119257,0.36277952272792474,11269.81862824111,1
33,0,28280.580106307236,4.549021644750953,0.594012618885364,0.8766701103738845,0.9156203772194623,0.14607296123578545,19645.20799854664,1
33,0,60578.29485174522,4.6916860131072955,0.9718250359055921,0.6356186156780679,0.7968670594597956,0.4084227827259994,15319.883826719753,0
40,0,51880.95605103096,0.06274099594454463,0.704785450902379,0.8149219483372903,0.788434262810299,0.2554271266464567,20896.164832020084,1
27,2,52869.31150736984,3.637178687077408,0.5127397167881533,0.512290806899782,0.659246515211857,0.1312743256281759,19006.54170209666,1
23,2,49370.740321605575,1.5460386826466332,0.6098859586324218,0.8142913982720867,0.9404798443794344,0.3459290014908676,30180.017462561664,0
33,2,50861.19221020811,1.873521849835948,0.8460337421355973,0.9758041423667809,0.6313421122190538,0.31852713404045635,13183.875013245211,0
40,1,69429.66885500523,2.3455148747574492,0.6008099494052976,0.6175715213531099,0.7241044378612166,0.12668284662055473,20050.570242436646,1
26,2,40774.72649798311,2.1339548508725974,0.5269562294380281,0.8890897433578888,0.8693872286880717,0.44255700489995053,20565.695269046057,0
33,1,53340.28157935019,2.5748689249105263,0.8088531106973365,0.6467117749578009,0.8029030203232119,0.4345404497178674,17667.88319942812,0
38,2,53275.89371390011,2.9118085787000814,0.7591773952970915,0.8539248743643207,0.9525513307886144,0.42631006453521925,19884.849315515818,0
38,1,63703.870740749095,2.3279775241896212,0.8806329180492267,0.8499861849367627,0.6157191811151663,0.22965253653339557,30707.8349834994,0
31,2,55263.85775064501,3.5078177024475874,0.8863156942720709,0.5923688708452393,0.8597630077998921,0.4210802486403531,21812.378504323864,0
44,2,55867.02613792821,3.59300831421071,0.9799676268938644,0.7985639552105099,0.79098618825085,0.4301578887716167,27558.60341986927,0
38,0,34900.76515352172,2.201795987130976,0.5285087720092694,0.9295844765565768,0.6617247293870604,0.4984431224505356,17650.193631956976,1
36,2,40293.17177954022,0.7123157404355429,0.5194947099091142,0.6912665347197806,0.8973007628450373,0.4809220781781418,23861.562166612526,1
33,2,35997.33915123688,3.203194606600613,0.9935985240138303,0.8551384756744562,0.7645227421624096,0.22228130076696695,15946.006565634858,1
37,0,20289.538430143337,3.8647835617535446,0.8224239388484769,0.8372150176172732,0.8126327616946734,0.13919191242373596,15639.87107862483,1
40,1,54766.39203329165,3.1905476060197486,0.8576852698337857,0.6287570009003018,0.9869064265452433,0.1816080767853691,11092.582575883005,0
29,0,46860.45392110384,2.940273829234078,0.5482410098675843,0.9593217798928517,0.7944920324100755,0.2726515519996517,14669.938837037525,0
42,0,54788.86026295631,1.1470599561730315,0.5349063454241685,0.7817560420581364,0.9293491462234571,0.41245593523570045,20279.876800114722,1
38,1,50425.87136642601,3.2256852040962913,0.5801267969678855,0.6776463284027621,0.9078310093364977,0.3753428250767427,27730.15946949317,0
44,2,52885.23578244331,1.6742810728810598,0.7135978013987347,0.5821791878512184,0.8651018366055196,0.4044707414651125,19417.77134980122,1
26,1,66057.38494126043,4.597794314066425,0.5550880913664878,0.7367291762098844,0.9587248573401335,0.22096686784487096,21160.804550935693,1
43,2,50087.54107131144,3.268600463799904,0.7231668702204139,0.86505671895085,0.7006406587748724,0.16110708992732886,25728.317015150755,1
37,2,58027.87061724591,1.3908983835415134,0.7807679515506684,0.811820134885494,0.9283084925870653,0.060858353173306894,18381.823151843855,1
27,1,46373.075767591086,2.3646345468196506,0.5001664839425539,0.8635262797763816,0.751114995358937,0.33178262993547275,15119.417358861723,0
29,0,59897.4574401471,4.232906379425222,0.5571228153959887,0.8958803761501921,0.9249963560324885,0.4077669811249065,15689.347578830177,0
39,1,35124.34814336263,1.6773197559132376,0.6875975958839393,0.7205023832447199,0.7975154738182044,0.45011322234053713,25606.35795091455,1
33,2,27949.325582000565,2.6272028507619054,0.5266648963484001,0.7600830920121462,0.9430837011772943,0.2643070475081256,20722.65597985574,1
36,1,75279.92565997323,3.398349866257613,0.56676448665607,0.9932110557904452,0.9579374150771945,0.46744060019326455,20723.064926134313,0
30,1,72035.64982775893,3.7726466941337082,0.6158981952279772,0.9840256979104327,0.8390575502736461,0.14108542773456137,15543.234842351852,1
34,2,26653.826042643454,0.8694608753237243,0.7148007070838235,0.7074085623794295,0.803050782732498,0.2814701554150389,26716.557087705525,1
36,0,49566.64008828467,2.8257615233864453,0.8574185989683546,0.8425897621032475,0.9133120573329336,0.14619548519141634,29236.649399096546,0
31,1,51798.99611694371,4.560999502481007,0.566344305912923,0.6337950891639264,0.7067944812716693,0.13463398066368515,20866.031104147507,1
37,2,58675.65898362067,4.84179890754847,0.8689792859546661,0.5763487728178243,0.6061394724995658,0.4790246594010583,24590.84968188831,0
28,2,70870.50675861479,3.280725212796791,0.9275303648586104,0.8842006113118668,0.7628378331019078,0.417983309928544,16775.66714758625,0
38,1,37263.076975770586,4.918304020799928,0.8257393834426167,0.7180899847090121,0.8031096531587107,0.055309953398569055,26372.041586302395,1
44,0,37907.818093814625,2.8536762448807043,0.5218628477138989,0.5885264018250095,0.7189050877755025,0.17083084781230562,22877.875383830917,1
42,1,49985.945885705434,2.2130251489046664,0.7203268434637207,0.8794239617602735,0.7533447526951069,0.1423108629741753,13848.166639979256,1
43,0,38437.06359337435,2.7579372947412297,0.8300330008167499,0.9575851798970116,0.6532232931664378,0.11621038106506666,22260.479391512985,1
28,0,17430.358657874327,0.5785619713176104,0.9892565673036562,0.9666367502288684,0.7109159613471177,0.36383559321408915,22235.25407700292,1
35,0,47273.11922270131,2.008579598426939,0.9759041940346211,0.7981668542313098,0.6960381391658295,0.30507702410096005,20908.26600074506,0
36,0,60290.52688588029,2.2920252651526436,0.6978515772199594,0.7398205644874367,0.720394741530708,0.2542705568375498,22542.494637647054,1
42,1,49754.39137353617,4.243138993604891,0.8079655361125463,0.5709332930809028,0.719621644216261,0.13527367629791642,19765.918355326314,1
28,2,57488.543109797625,3.793242963712236,0.9454075736807925,0.8963949021280516,0.8235873484190454,0.17492812532674545,19083.24655085509,0
30,2,55772.07444745102,3.0071329261240036,0.9155231236880983,0.9726615760501449,0.7002387760784291,0.2102454720610668,21248.702537923138,0
40,2,37676.172495296385,1.7363861743813498,0.7397109170563749,0.9447302068086983,0.9763845053359554,0.403467208624537,18251.416329703214,1
37,2,50816.258532548665,0.9351729284632854,0.6306206654458117,0.8758917272188353,0.804509932145334,0.4951352451081062,16760.902829339833,1
29,2,31698.072211531882,1.7388251045731395,0.5685499733994165,0.502284431295388,0.651586402563907,0.1327896746043214,25551.905800953973,1
39,2,43857.07206217755,3.3990203547956592,0.7439900775416296,0.7038754373036704,0.7118425082097135,0.20368520100198656,17132.748791585862,1
44,1,50605.438213423186,1.3151889954251654,0.8614229376716446,0.705357085850904,0.8919029984542616,0.1760906959450756,19195.86400038547,1
39,0,49986.16800454313,2.1344334785458297,0.984884856608133,0.947184116479866,0.605463615352291,0.06983032756652402,17601.38962738023,0
41,2,34508.781478273144,1.9338511744084101,0.9309074524115444,0.5328253584595242,0.9751271944787804,0.1486484856205949,15648.210086942223,1
28,1,36932.054165533365,3.827950318955301,0.6021204776240808,0.7656112919409632,0.7780707686903224,0.45572627452316294,27709.015634850544,1
24,2,53491.515555894744,4.4189353113007215,0.8598890634112349,0.5680672019635586,0.8084316091803987,0.42928618049257833,12795.021941539993,0
39,2,59928.72122363961,3.496854784054885,0.6445506269292152,0.8311469571329861,0.9953648943358112,0.12541879180164034,21986.38365516012,0
31,0,47516.390078121236,1.7080113046651708,0.8417362972167982,0.8961277440890905,0.8013612343997326,0.2147733556773307,19346.024995906653,1
28,0,46915.67984896135,2.165885244879436,0.8329027302303863,0.8209796059858157,0.979097597784789,0.18986137487238236,22393.582457799956,0
38,0,61175.31200003506,0.7167507702686071,0.6362153014627707,0.897292570510313,0.9660924463172617,0.11648336362437041,19147.8963427665,1
35,2,40735.20663167283,0.8404872388330492,0.6171943101086432,0.8037481488659401,0.9765262114664851,0.32999369433702236,22462.34185884796,0
24,2,70724.3547932494,0.821462837632575,0.551968881294463,0.5949195552374382,0.9249492229969456,0.300783992164379,21415.345390332488,1
33,2,33856.727544203015,0.652931787806551,0.5252698184023133,0.6913317592511874,0.7185592338230925,0.24214609973226725,22943.134578177225,1
34,0,62581.955977865524,0.8979061425456508,0.9292255294282354,0.9784344080986276,0.7385529935143926,0.4349742476486993,28718.048130895262,0
23,1,56470.01412983669,1.0134410128917881,0.5249246973175208,0.6440874563890033,0.7459936272722564,0.3288701030058084,10665.67711723473,1
24,2,78921.4462687423,0.5592297189881645,0.544370583262557,0.531431192131675,0.991672335844878,0.16667315715533293,20406.311199178926,1
26,2,36545.96815541471,3.201303609421135,0.6194260176841,0.6924149874477763,0.7443022015888594,0.21816713173994096,15031.185135048836,1
32,2,21991.72569678835,4.952007672910998,0.943829164231138,0.6831535594220572,0.6434757236873522,0.1175705284024099,16376.960731963387,1
29,1,64993.35640754469,4.3959337232612805,0.6664701802110957,0.7351544078662089,0.9113315578540606,0.3161179728995737,15239.4217941552,0
44,2,32343.997912162584,0.22801361913043106,0.595899778728296,0.7801517110406062,0.746425316632821,0.31398308958677645,18539.269685291987,1
44,1,57389.31790565706,2.115294045983624,0.8577777478975476,0.9962116332535447,0.8483743646903373,0.44158265868758056,25610.834559024377,0
33,2,64185.81296752708,4.2965528961638615,0.6595348774343428,0.8781169710930086,0.9697441649055868,0.4351175154689056,18110.43835673038,0
28,1,54557.12917661303,0.6733740899599822,0.6666833190380981,0.5179453821288551,0.8302022307112177,0.4266239150569765,21729.534570315227,1
36,2,52786.17063802632,4.238225733260213,0.869488297969268,0.8563561641032563,0.8550800713431552,0.2970285438656886,24483.873402015935,0
38,0,54811.28041768334,2.9635031891894963,0.6258264078041529,0.9121158742058793,0.8571450257860544,0.3434089148408495,15741.873323465401,0
25,0,60049.06272045613,4.656492762980559,0.9483800238528128,0.9478153694421931,0.8449596743034061,0.3989938747857252,16011.813610662653,0
43,0,57044.82181715621,4.380195571322126,0.7807108389991726,0.7120030514512006,0.6639077509923816,0.09125817393005861,20001.591314569363,1
34,0,35400.994318506135,3.3851716102935874,0.768915855586207,0.6568127840529248,0.7825661658995022,0.18526905283003514,10991.057353234193,1
39,2,71899.9966621902,3.2891132993634775,0.6323761175331049,0.9196623963616191,0.6030656079908233,0.12609047426885234,30046.132340695232,1
22,0,50613.29641852283,1.0658210119595406,0.9175471700649629,0.8888077046792694,0.8505059216301332,0.28016046245574766,20028.228958044685,0
37,1,56220.09903775406,0.5837648357900427,0.7863747754357506,0.7680212249829128,0.8301433180104956,0.4269505804846735,22797.92754604043,1
34,0,58531.868210322355,2.0769671498439917,0.577758273952613,0.5589413922075761,0.7272548876963284,0.1538203863423911,19022.965696564996,1
31,0,63871.13362257543,0.9329001974656237,0.6031491186223813,0.8258806695340506,0.8095582012680815,0.3789065908268274,23180.41373538392,1
33,0,62625.28186969563,0.5120835883887948,0.7341279544103219,0.5328337832164372,0.7972231127632307,0.2326207983739198,19128.493508673044,1
23,2,51580.84191736991,1.5116336663644674,0.8898209112081943,0.5501834023450836,0.7003660863769005,0.456383705161421,22791.564266910424,1
44,0,50809.597815017485,4.3024497139832425,0.9696476368084801,0.6655701194626158,0.7173150192370372,0.332055293380968,26483.643790486374,0
24,1,54903.33179562676,0.08574077009180614,0.8317493151884734,0.6855877484340311,0.9050163986515003,0.4894488525180486,8989.308790188317,0
31,0,63200.7320714416,1.4631884086108782,0.7530716247791491,0.73098701944514,0.9022929276726915,0.1605513990775015,23331.431943155476,1
23,0,36648.53978200539,2.1202609260724614,0.6253659887560123,0.6695714796093744,0.787912860095937,0.4657812702074581,17353.14972063217,1
44,0,57729.14506690352,2.552848748076433,0.8364339802278749,0.5168940777172597,0.8870035809663919,0.21067509409162444,14476.45582765899,0
34,1,39364.12874004802,0.9078875419149463,0.9911198779267536,0.5787078422128669,0.7803205120923744,0.32988535803517055,12782.31555319481,1
34,0,72214.56230001764,4.821100999190156,0.7381112377696175,0.5575559829160172,0.9405496139584528,0.12852869605125816,20488.130829387952,1
39,1,54407.77001581373,2.8943652178609476,0.5810709394449477,0.7155917992829797,0.7331226728834453,0.3919033040624709,21409.915683455998,1
24,1,45007.66910418958,2.6105527352852205,0.5516702907270893,0.6060644635908323,0.9709169999381604,0.4902126953164927,16871.292434807474,0
28,0,55144.59922002675,0.04411294465170579,0.6346280912994907,0.6467726464474834,0.8169134602258683,0.4043417523764538,13708.367793106521,1
35,1,50110.419892237434,2.428576896980035,0.7847210095106217,0.7357837316823631,0.8142751444319003,0.3271085341221219,20573.37113985339,1
41,2,48077.756452010864,4.188353147275921,0.9734026505456644,0.617780929905264,0.8683241537304174,0.2516962889358815,20347.035670654404,0
38,0,28289.29692310699,1.0982227152562136,0.6495825415320733,0.6229645521930296,0.7363424043258737,0.2053563385130393,23006.546320269503,1
42,0,37709.68396186742,1.756037841932065,0.6526955856858022,0.9165720886932843,0.8897318283628537,0.23855567743333228,23436.976114627887,1
33,1,48314.56280620983,0.10285732343847775,0.7405898295560962,0.7740434340303248,0.728170041053648,0.1977297407442511,25822.891173434717,1
37,1,29739.750323835164,4.884637571168976,0.9592711675495944,0.9283797257899984,0.7590155319835142,0.4247194401522315,23369.983836872874,0
33,0,42953.88443170855,0.33325898564020406,0.7095275252945445,0.7572629576096053,0.8698813747172227,0.45190000545237413,11839.096719666846,1
36,2,44001.5028465557,4.491105619547847,0.6116146959304666,0.9546321162116608,0.7513796405205526,0.4773459585693824,19953.58244997541,0
31,1,40646.68847914482,1.5649385709022734,0.5815654574908857,0.6273710357465008,0.6799896490752243,0.2382630448585326,25000.045500386674,1
28,1,59268.257763975686,2.9377820099293928,0.7285076846362408,0.8083350167236005,0.9487605835102026,0.29579864154579155,24240.295688995284,0
41,2,39437.96817682234,3.396577699830017,0.9003387178650748,0.7516158869269394,0.9688621523175545,0.30960293946912,32148.685793925564,0
26,2,51060.90574491877,0.7041458371555726,0.6456762023621948,0.9593454633415965,0.8506924199229794,0.3429896798202524,24445.78487185485,0
22,0,45762.0324921131,2.2187968889016774,0.7562613196153214,0.7092397889286656,0.9244603084791414,0.05110535340134284,13266.322056866124,1
38,2,48574.43284241438,1.6273305012332118,0.8015041362112745,0.9274119066332838,0.9946609419099012,0.42921035214515085,12099.042010966008,0
24,0,69276.80903181358,0.2830123280273267,0.7252352058289486,0.781952025302932,0.8459099007279303,0.17066329431460886,20279.757860092934,1
34,2,52156.23622199809,4.1659682719659035,0.5958451206766446,0.8542714759302487,0.9635170573000054,0.2624738309358272,20754.51154610081,0
35,1,54476.39469831546,0.22583878248738865,0.9608728389674277,0.9434465465597781,0.7437018998881391,0.4287057156703328,17258.031269996824,0
39,0,40814.99495344319,3.2662897974193337,0.782724617617242,0.9984532073523975,0.8801889743548744,0.4985852661278104,23840.64188005349,0
25,0,57513.79612754765,1.570386882099235,0.8645671919569428,0.8655697793238597,0.6223221865187385,0.4076975771534836,7428.71313977343,0
39,0,57007.63888217401,0.960646636009333,0.8180215027189665,0.6572609764588914,0.9155886222440579,0.06117495677868944,17680.221451198668,1
26,2,55851.30400446454,3.3354302566777267,0.9990240108637869,0.6495059966460548,0.931921257891827,0.21593937685140768,8585.421745725662,0
37,1,35489.87818540818,2.872688572631029,0.728155067219328,0.6545519124459821,0.7604701745895968,0.1612447862598522,16239.981804271138,1
22,0,42977.03338438288,1.5762812868741494,0.7124861866495467,0.5489541601497492,0.8555820063509318,0.4838592798074477,18263.866860649843,1
42,0,67202.9607628195,2.564803741296196,0.6800699330450031,0.5267994459644347,0.9433444409569435,0.16890301241493533,25256.221007691984,1
35,0,41747.06641175277,1.2311855060310473,0.6808142296701314,0.7904214381618488,0.95344326580362,0.4745075856527494,13890.997560778218,1
36,0,68839.85630905557,4.318482295013461,0.6378851053586183,0.9052942636108462,0.6426126097266404,0.47188288107585524,19316.71064840909,0
30,1,43443.24107539512,1.5690939016358079,0.9903150625732735,0.51806726990768,0.930995098613159,0.42773464081638973,17380.184453286227,0
36,2,51778.59384863387,1.225765147757657,0.935391017150956,0.7833171482109202,0.7096973407704401,0.0941322950142083,19390.637479497622,1
38,1,47753.96918891043,3.7591685552982557,0.6583365024786081,0.6858805606114147,0.8909227585350974,0.05089785260291805,18059.56660012231,1
25,0,39862.336613820036,0.08796243996957442,0.6526145223249178,0.9462426012788092,0.7300656613970221,0.4072473878961711,18732.89640465682,1
33,1,40035.092245163796,1.3400586604303766,0.5517669935925273,0.5726934644404431,0.6225318682522308,0.42948457591606964,16741.462798856788,1
26,0,41549.08392212318,1.8769761032558656,0.9385154302547465,0.7817160025047729,0.683948283940443,0.4829817619542263,21848.901598851142,1
26,2,51776.7713773949,4.411189808956909,0.685883025413303,0.9854603534973962,0.7634687103308336,0.14827217515375063,25511.84230796484,1
32,2,60685.010287943245,4.752209012741721,0.7863076960725639,0.6725164832325313,0.896491448024417,0.37991591056591206,20209.32739296526,0
27,2,50997.879832567945,3.5823898345697494,0.9501888644404656,0.8708884556467528,0.640281450924943,0.28357898784403746,30041.561582886352,0
28,0,49599.46116145341,2.4626589050482988,0.7040503242371028,0.9412255775200427,0.9251736499600639,0.19781699233823363,20392.726711080923,0
35,1,64524.53666410756,3.203107745288443,0.903434021711421,0.5931052812358644,0.9987804367849642,0.322830954526561,24030.273683611416,0
32,2,50496.05812359576,2.070005258406665,0.7151428131243786,0.996263590131002,0.9153030572716502,0.2966897271145845,16201.267268801534,0
34,0,43485.63673866384,1.4941291592433392,0.8504704695088763,0.9046933325195151,0.7894946080115526,0.1815324796751014,19424.50279967376,1
23,0,38027.10705635841,4.753440340698142,0.7155922035960905,0.5687821290562698,0.8272640843383785,0.17080810795931078,18448.003421176563,1
28,1,65245.36740390341,0.576951145049619,0.6963795672773463,0.6554423502574188,0.6024642033210698,0.2689611008662721,13886.728345422716,1
41,2,46047.22987805237,1.7319678402505452,0.995354619780954,0.8124850191786719,0.6837095351421589,0.26331642881873574,16157.82345494593,0
25,0,43057.11446751358,4.495444799802966,0.8061749210017874,0.9424588813021962,0.9595952525840181,0.18592371642559835,21786.778195747356,0
29,1,42019.48131712728,3.6157071529370843,0.6836955908114897,0.5974177612961387,0.6086917610940743,0.16867902111816593,26419.55158843717,1
41,2,64570.28666585274,0.14550725661488295,0.6289097385434089,0.8656027912727475,0.9619179811587928,0.47943833411343645,22807.54966959931,0
43,1,43124.3120807813,0.11549836712123562,0.5198831851148082,0.6353240066090104,0.6453010432512669,0.43806672713542116,21681.112262237028,1
42,1,61885.55309210112,2.582562313122873,0.8532831701243635,0.9027082253138323,0.6532296519835337,0.41755059744104017,15710.898616219534,0
40,0,47235.10507508637,2.4212652811501085,0.686078714097631,0.8417210136375166,0.6701399643427689,0.146427695904653,22427.574335444246,1
34,0,35499.436027676915,2.2149576932815913,0.9106270818893825,0.7614545173343037,0.9197541299820785,0.13518096574361052,16837.40371328243,1
35,0,46010.09967416119,1.5117188091950444,0.6819342303111593,0.8249329812045001,0.7912746301369518,0.41419805823414424,14138.35821481629,1
31,1,49606.48238662472,4.933193599068195,0.6866645962125151,0.9382226227669086,0.6580786520920169,0.13310345646151156,15504.135229266893,1
32,0,48617.95048674381,1.3599366149169074,0.8895905032033781,0.6932129299232419,0.87472072786613,0.2765911710897663,19399.727405427424,0
23,1,48320.19556548638,2.4502010322028096,0.7447333283763269,0.8846250900780144,0.9762753465303109,0.14963980404661398,17300.194772179984,0
30,1,46136.66068193817,2.0244654841153316,0.9424473853006965,0.5794527174377482,0.8289805896989888,0.22013140265156844,21437.90952772809,1
38,0,40579.88048356845,0.8512471298087104,0.795067878352276,0.8505927827209507,0.6394800022882153,0.4340544023342944,18111.08196608951,1
24,2,50128.85076529032,1.0130940956263927,0.6203224067571882,0.8753286812358553,0.6219002424710159,0.45113825446368194,21389.24329599217,1
27,2,56491.38104873511,4.591513710048865,0.7841359271500168,0.7214988483772276,0.9183489439503043,0.4985056628968071,18444.65984427221,0
26,2,32448.85087280345,4.2913986142797755,0.5020008379673511,0.8968110526497887,0.8504334609497739,0.47475692600678676,19757.70282814478,0
26,1,65588.74661662648,0.9952215291017619,0.6561986873593596,0.7785516829389385,0.9690629356498406,0.35206282597358085,15095.358528086399,1
43,1,5640.53713172795,4.378313119547568,0.6039761702489053,0.9681371988347329,0.8189000604191952,0.2442766973889386,27176.141542657555,1
36,1,50902.98289719619,1.0459306504042125,0.8270939278014673,0.5562332179806823,0.6249581612972214,0.07596156888137387,11847.054975179595,1
44,0,55593.0432256811,3.1327316087384856,0.5680192917499025,0.565410713132591,0.7614747399994601,0.3236747510765658,32447.278548436596,1
38,1,42759.76628125971,0.406402616603469,0.6450487233807365,0.9212137210222777,0.8631962754365672,0.14480629790182056,22369.1245919591,1
30,0,24489.982748353028,4.401848131295591,0.6656542771616977,0.9211806372831761,0.7539541403749053,0.4325613277233228,12186.54736341504,1
24,0,48839.31079889543,0.25750149732733485,0.5016466144319425,0.7356123756041293,0.9998365586960932,0.29700449570737414,20494.824195223373,1
41,2,52036.3510952412,2.7747144462556834,0.5233832841264168,0.9819811049361153,0.762151445469498,0.38007575730326165,21111.87158205764,0
38,2,36215.375185085606,3.8985576259019252,0.6555630639887613,0.8396946593133516,0.81849445057902,0.35307276560916173,27463.116884394767,1
31,2,40038.39907303449,0.584173682053406,0.6111782265959561,0.9914266233810309,0.6901568130494717,0.20629903632409985,13255.650399234934,1
24,0,61552.54515276541,2.0224013375009426,0.5584533693075777,0.7661976976006591,0.6608552817208767,0.3915887225956809,13261.612638812794,1
39,0,51412.18111642131,0.2097507574502505,0.577080828176979,0.6008066721240077,0.8581222154253003,0.4295188597410589,21724.096806961497,1
39,0,31895.87612884831,3.413762886699796,0.9177684806900431,0.7221965635145653,0.8354450987662728,0.38485869636588993,20966.48462724601,1
38,1,55397.959013061576,1.5372479748067596,0.8416597877563513,0.9902434209735071,0.6017355429625136,0.39956305114593366,27336.225281023806,0
24,0,38833.77401625959,2.79697622319235,0.7420587655008248,0.6852069765147037,0.7139126139190969,0.21200699285002922,15009.194089750508,1
24,2,40702.85080608022,4.663661352101808,0.9544373881184662,0.9785082165674166,0.8574318292051657,0.47465956973670664,14599.056742356224,0
27,2,52371.88871216957,1.5292905399742118,0.5147763954708093,0.8985106738371582,0.9248997382929799,0.24105745326023426,29350.870294420703,1
34,0,51253.880331429624,0.24313735817638849,0.6724674679719098,0.7210531638964988,0.7249474612159377,0.45367259834590895,19772.165171323475,1
36,0,45168.72150609402,3.378138838493502,0.9116918587520294,0.7709355159787918,0.8589745477155415,0.43601422541360707,16272.715296331367,0
30,2,43949.487505017765,3.9342056725708376,0.8141444972926607,0.8037195386411478,0.7061031720603385,0.10594893892029278,23528.694997231665,0
25,0,46990.41153530066,4.78934279938788,0.9908437172459934,0.8328830423651528,0.8761519578516945,0.4848217518162279,9745.85423598741,0
35,2,40632.87808312841,0.789004385128329,0.9722574616441046,0.5383496083075598,0.8791791994649849,0.49835375842251656,21891.430650453443,0
26,1,63068.14702133051,1.960699625580749,0.5849712455374918,0.9667940262081066,0.652089386207836,0.3227659325280503,16840.277960619856,1
23,2,31169.67561189841,4.220702300127374,0.9859934985978358,0.7984998565503327,0.866035913590802,0.40239952288697667,17489.433507379432,0
32,1,47109.4568651201,4.034356966344397,0.9727673929870362,0.9655746098019098,0.7334268726721479,0.4701591668983174,26476.84444595504,0
30,0,32487.139119457413,3.1239785366693122,0.6868054725368412,0.8159492356441824,0.6690379726370509,0.059010975711333506,22145.90256216828,1
24,0,61232.02096734226,1.3468427260134697,0.9914401458444764,0.7155077445048755,0.8001444931095096,0.4684955109340917,14361.243112478092,1
30,1,47092.275992156305,1.4201764532538879,0.5179220761622804,0.7834640057681661,0.7809186735634885,0.33231476199159854,20257.33233792121,1
24,0,37319.97688542665,0.6200149731207127,0.8303752774566491,0.9147516370201425,0.9095499244247988,0.4228053801661774,20585.004015656614,0
23,1,58220.571515140226,4.609268368929548,0.6330739021322044,0.6630629157258369,0.6338062036644874,0.293325022858943,18689.35080903956,1
